article,year,sentence,sentiment,confidence
2014/40-pg12.3_012.txt,2014,虽然近两年来，受国际金融危机影响，印度经济增速有所放缓，但作为一个庞大的经济体，其发展潜力巨大,中性,0.4586
2014/40-pg12.3_013.txt,2014,“国际金融危机以后，东部由于外贸依存度较高而首当其冲，出口、投资增幅放缓，率先进入转型期,中性,0.4560
2014/40-pg12.3_014.txt,2014,但由于近年来人们环保理念增强、燃油效率不断提高以及国际金融危机影响，再加上增税在美国属于敏感话题，燃油税已近20年未上调，因而燃油税收入整体呈下降趋势，这使得高速公路信托基金面临较大资金缺口,中性,0.4218
2014/40-pg12.3_015.txt,2014,国际金融危机期间，德国联邦议员就因为投票决定给自己涨薪而饱受争议，这次涨薪也因为涨幅超过德国平均水平而受到总统高克的批评,中性,0.4644
2014/40-pg12.3_016.txt,2014,国际金融危机爆发以来，通过开展定向操作疏通货币政策传导机制成为主要经济体央行的新动向,中性,0.4517
2014/40-pg12.3_017.txt,2014,2008年国际金融危机爆发后若没有中国，德国很多大企业根本无法继续生存,負面,0.4210
2014/40-pg12.3_018.txt,2014,美国经济的“就业率因素”（经济透视） 作者：肖炼 时间：2014-07-30 肖炼 国际金融危机后，一些发达国家常以通货膨胀率来衡量经济复苏水平,中性,0.4787
2014/40-pg12.3_018.txt,2014,自金融危机爆发以来，由于越来越多因求职受挫而气馁的人放弃了寻找工作的努力，导致美国的劳动参与率持续下降,中性,0.4025
2014/40-pg12.3_019.txt,2014,特别是2008年国际金融危机以来，让金融回归实体经济，服务实体经济，金融创新必须源于真实价值的理念越来越被认同,中性,0.4599
2014/41-pg13.1_001.txt,2014,然而，受伊拉克和阿富汗两场战争以及国际金融危机的影响，美国在全球事务中的领导者角色近年来受到普遍质疑,中性,0.4710
2014/41-pg13.1_002.txt,2014,” 此外，国际金融危机后，发达国家为振兴本国经济、扩大就业，纷纷采取措施促进制造业回流，对外投资降温、外部需求减少，也在一定程度上抑制着我国出口空间的进一步扩大,中性,0.4556
2014/41-pg13.1_002.txt,2014,国际金融危机后，世界经济结构深度调整，不同国家经济走势分化，在发达经济体普遍遭遇困难的同时，新兴经济体也遇到新挑战,中性,0.4668
2014/41-pg13.1_003.txt,2014,为了应对国际金融危机带来的冲击，企业需要寻求更多银行之外的融资方式，同时刺激政策也带来了大量的信贷投放，这些资金需要找到合适的投资方向，导致影子银行开始迅猛发展,負面,0.3949
2014/41-pg13.1_004.txt,2014,2009年，习近平到访委内瑞拉时，正值国际金融危机肆虐，各国均面临严峻挑战，两国领导人会晤表示，“中委一致决定继续深化两国共同发展的战略伙伴关系，携手共渡难关，用实际行动诠释患难见真情”,中性,0.4566
2014/41-pg13.1_005.txt,2014,货币政策对经济稳中向好的作用 作者：吴小丹;周长 时间：2014-07-25 吴小丹 周 长 2008年以来，我国经济经历了自身周期性调整、结构性调整以及国际金融危机冲击等多重不利因素的叠加影响,中性,0.5004
2014/41-pg13.1_005.txt,2014,但2008年9月以后，国际金融危机急剧恶化，对我国经济的冲击更加猛烈,中性,0.4665
2014/41-pg13.1_005.txt,2014,面对严峻复杂且高度不确定的国际经济环境，我国果断调整货币政策基调，由从紧调整为适度宽松，综合运用利率、存款准备金率、公开市场业务等多种货币政策工具，并同其他经济政策措施协同配合，努力保增长、稳预期，使我国经济成功抵御住了国际金融危机的冲击，并在2009年底率先实现总体回升向好,中性,0.4507
2014/41-pg13.1_005.txt,2014,虽然这期间经历了国际金融危机反复发作以及欧洲债务危机的冲击，但我国通过对货币政策进行适时适度微调，成功避免了经济二次“探底”,中性,0.4764
2014/41-pg13.1_006.txt,2014,“金砖共识”，独到的探索(国际论坛) 作者：马丁·戴维斯 时间：2014-07-24 马丁·戴维斯 金砖国家深化合作，反映了全球经济权力从西方国家向新兴市场国家的转移，体现了国际金融危机后新的国际经济秩序的演进 2008年国际金融危机爆发后，就出现了对“华盛顿共识”自由主义市场意识形态的深刻质疑，至少南非是这样,中性,0.4644
2014/41-pg13.1_006.txt,2014,金砖国家最初是包含了新兴市场国家和人口最多经济体的一个概念，随后迅速演变成一个更加团结有力的合作机制，这反映了全球经济权力从西方国家向新兴市场国家的转移，体现了国际金融危机后新的国际经济秩序的演进,中性,0.4632
2014/41-pg13.1_006.txt,2014,金砖国家代表着发展中国家的第一梯队，代表了国际金融危机后国际经济治理体系的重要力量，南非加入金砖国家被视为祖马政府外交的最大成功,中性,0.4964
2014/41-pg13.1_007.txt,2014,资料图片 王展鹏 国际金融危机的爆发、欧债危机的持续发酵、新兴市场国家与发展中国家的群体性崛起，都加速了国际权力转移的进程，包括英国在内的西方大国的传统影响力遇到新的挑战,中性,0.4895
2014/41-pg13.1_008.txt,2014,2008年国际金融危机发生后，一些西方国家打压人民币是不争的事实,中性,0.5109
2014/41-pg13.1_009.txt,2014,“这样的回落，与2008年、2009年受国际金融危机冲击时有很大不同，那时候整个经济运行受到很大影响，大家心里都没底,中性,0.4346
2014/41-pg13.1_010.txt,2014,但我们应该认识到，国际金融危机前我国出口的迅猛增长很大程度上得益于中国加入WTO后出口潜力的集中爆发，也与美国的过度消费相关,中性,0.4479
2014/41-pg13.1_011.txt,2014,这套制度不仅极大地保护了客户资金安全，震慑了市场操纵、欺诈等违法违规行为，而且基本做到了风险可测、可控，守住了防范系统性风险的底线，并成功地抵御了2008年金融危机对我国期货市场的巨大冲击,中性,0.4277
2014/41-pg13.1_011.txt,2014,2008年国际金融危机爆发，凸显了完善期货法律制度、健全跨境风险防范和处置机制、加强跨境监管协调和跨境执法的重要性,中性,0.4995
2014/41-pg13.1_011.txt,2014,2008年金融危机发生后，G20提出了场外衍生品市场监管改革要求，重点包括：能集中交易的尽量集中交易,中性,0.4284
2014/41-pg13.1_012.txt,2014,特别是2008年国际金融危机爆发后，中拉发挥各自优势，同舟共济，共克时艰，双方关系实现跨越式发展,中性,0.4281
2014/41-pg13.1_013.txt,2014,2008年国际金融危机爆发后，巴西、墨西哥、阿根廷和秘鲁等国将贸易重点更多转向中国，弥补了这些国家与欧美贸易疲软所遭受的损失,中性,0.4711
2014/41-pg13.1_014.txt,2014,国际金融危机影响深远，世界经济增长不稳定不确定因素增多，全球发展不平衡加剧，霸权主义、强权政治和新干涉主义有所上升，局部动荡频繁发生，粮食安全、能源资源安全、网络安全等全球性问题更加突出,中性,0.4858
2014/41-pg13.1_015.txt,2014,同时，世界经济仍未完全摆脱国际金融危机影响，国际社会期待金砖国家继续保持发展势头,中性,0.4813
2014/41-pg13.1_016.txt,2014,规范和引导民间金融发展 解决中小微企业融资难（代表评说） 作者：包瑞玲 时间：2014-07-16 全国人大代表、民建中央社会服务部部长 包瑞玲 中小微企业在应对国际金融危机，推动相关技术创新、稳定就业等方面发挥着重要作用,中性,0.4639
2014/42-pg13.2_001.txt,2014,规范和引导民间金融发展 解决中小微企业融资难（代表评说） 作者：包瑞玲 时间：2014-07-16 全国人大代表、民建中央社会服务部部长 包瑞玲 中小微企业在应对国际金融危机，推动相关技术创新、稳定就业等方面发挥着重要作用,中性,0.4639
2014/42-pg13.2_002.txt,2014,——上半年社会融资规模为10.57万亿元，为历史同期最高水平，比去年同期多4146亿元，比应对国际金融危机期间的2009年和2010年同期平均水平多2.08万亿元,中性,0.5108
2014/42-pg13.2_002.txt,2014,“当然不能完全这么比，因为以前有应对国际金融危机的需要，现在我国的国内生产总值（GDP）也不会像前些年那样高速增长，但扣除这些因素，大家可以看到，今年上半年流动性比较充裕，但总体还在合理区间内,中性,0.4881
2014/42-pg13.2_003.txt,2014,普拉萨德说，国际货币体系的一个悖论是，国际金融危机和美国政治僵局反而强化了美元的地位,中性,0.4538
2014/42-pg13.2_003.txt,2014,2008年发源于美国的国际金融危机，引发了2008年第四季度大量资本流入美元资产,中性,0.4392
2014/42-pg13.2_003.txt,2014,早在1997年亚洲金融危机之际，相关国家就开始考虑弱化美元，增加日元和欧元的分量,中性,0.4703
2014/42-pg13.2_003.txt,2014,2008年国际金融危机后，美元主导型货币体系的弊端进一步显现，无论是在区域自贸区建设还是在签署多边、双边货币协议方面，新兴市场国家都在尝试去美元化,中性,0.5262
2014/42-pg13.2_004.txt,2014,国际金融危机深层次影响还未消除，形形色色的保护主义明显升温,中性,0.4796
2014/42-pg13.2_005.txt,2014,国际金融危机以来，全球治理机制的缺陷日益明显,中性,0.5040
2014/42-pg13.2_005.txt,2014,国际货币基金组织难以承担国际金融危机救助与全球宏观经济政策协调的任务，其自身改革亦举步维艰,中性,0.5269
2014/42-pg13.2_006.txt,2014,而“弹性工时气候”的明显形成还是在2008年国际金融危机期间——当时大量失业人员被迫从事时间相对灵活的短工，企业为缩减成本也相应缩短了工时,負面,0.4406
2014/42-pg13.2_007.txt,2014,2008年国际金融危机后，世界经济总体疲软，国际煤炭需求萎缩，国际煤价下跌,中性,0.4827
2014/42-pg13.2_008.txt,2014,2008年国际金融危机对所有国家都是一个信号，不受监管的金融资本占主导地位的发展模式的枯竭,中性,0.4275
2014/42-pg13.2_009.txt,2014,2008年国际金融危机爆发时，很多国家的经济都受到影响，出现了非常大的波动，但中国经济相对稳定，其日益增长的进口需求帮助巴西等很多发展中国家平稳度过了这一艰难时刻，中国由此成为世界力量的重要一极，金砖国家在世界舞台上的地位也变得日益重要,中性,0.4614
2014/42-pg13.2_010.txt,2014,国际金融危机爆发以来，世界经济深度调整，复苏过程充满艰难曲折，导致出口和吸引外资对我国经济增长的拉动作用明显弱化,中性,0.4589
2014/42-pg13.2_011.txt,2014,一是受国际金融危机影响较小,中性,0.4833
2014/42-pg13.2_011.txt,2014,制造业产业关联度高，需求弹性大，因此，2008年以来的国际金融危机对全球制造业需求影响较大,中性,0.4373
2014/42-pg13.2_011.txt,2014,我国作为全球制造业大国，制造业受国际金融危机的冲击也更大,中性,0.4355
2014/42-pg13.2_011.txt,2014,在我国已进入现代服务业快速发展期的情况下，还存在一些错误观点，如有意无意地将服务业发展与国际金融危机联系起来，认为国际金融危机是由“去工业化”后服务业过度繁荣所引起的,中性,0.4890
2014/42-pg13.2_011.txt,2014,国际金融危机与发展制造业还是服务业没有任何关系，也与金融资本的趋利本性无关，而与经济体制机制有关,中性,0.4223
2014/42-pg13.2_012.txt,2014,一次金砖国家和南美两个大市场的对接，将诠释双方建设一个更加美好世界的共同目标…… 国际社会普遍认为，金砖国家正改变创造财富的世界地理版图，成为应对国际金融危机、带动世界经济增长的重要引擎,中性,0.5111
2014/42-pg13.2_013.txt,2014,结束语 当前，国际金融危机的影响仍未消退，发展中国家特别是最不发达国家消除贫困与实现发展的任务依然艰巨,中性,0.4554
2014/42-pg13.2_014.txt,2014,一是美国经济第一季度出现严重下滑，按年率计算增速为负2.9%，成为金融危机以来下滑幅度最严重的季度,中性,0.5251
2014/42-pg13.2_014.txt,2014,国际金融危机爆发以来，全球融资成本进一步下降，实体经济企业持有大量现金流，加上许多国家实施有利于并购的税收政策，客观上推动了企业并购的积极性,中性,0.4576
2014/42-pg13.2_015.txt,2014,结束语 当前，国际金融危机的影响仍未消退，发展中国家特别是最不发达国家消除贫困与实现发展的任务依然艰巨,中性,0.4554
2014/42-pg13.2_016.txt,2014,国际金融危机之后，传统发达国家对海外人才的需求在降低,中性,0.4693
2014/42-pg13.2_017.txt,2014,不同国家在同一时期经济增速持续放缓，必然存在共同的外部原因，这就是国际金融危机引起的世界经济增速下滑,中性,0.4518
2014/42-pg13.2_017.txt,2014,自2008年国际金融危机爆发以来，发达国家经济虽然有所复苏，但欧洲、美国、日本都尚未进行必要的结构性改革以恢复经济正常增长的活力，所以很可能陷入长达10年或更长时间的低增长、高失业、高赤字的新常态，中国对发达国家的出口增长不容乐观,中性,0.4833
2014/43-pg13.3_001.txt,2014,两国继续携手应对国际金融危机影响，努力推动世界经济复苏,中性,0.4999
2014/43-pg13.3_002.txt,2014,2008年国际金融危机发生后，美欧等发达国家经济衰退，是中国帮助拉美许多国家渡过难关,中性,0.5090
2014/43-pg13.3_003.txt,2014,令人欣慰的是，国际金融危机爆发数年来，“金砖成色”依然,中性,0.4776
2014/43-pg13.3_004.txt,2014,李保东指出，金砖国家已形成以领导人会晤为引领，多层次、宽领域的合作架构，各成员国政治互信不断增强，在经济、金融、贸易、发展等诸多领域务实合作不断深化，在重大国际事务中沟通和协调不断加强，成为应对国际金融危机、带动全球经济增长、推动国际民主化的重要力量,中性,0.4398
2014/43-pg13.3_005.txt,2014,为抵御国际金融危机的冲击，我国出台了经济刺激政策,中性,0.4667
2014/43-pg13.3_006.txt,2014,三十多年来，从推动经济社会发展到应对突如其来的自然灾害和各式各样的国际经济金融危机、政治风波，我们不仅都挺过来了，而且每场风雨过后都发展得更好，同世界上一些国家不断出现乱局形成了鲜明对照,負面,0.3869
2014/43-pg13.3_007.txt,2014,在国际金融危机深层次影响尚未完全消除的情况下，中韩还应该同舟共济、携手努力，共同引领地区发展，为亚洲繁荣和振兴作出贡献,中性,0.4917
2014/43-pg13.3_008.txt,2014,但是，随着服装业的饱和，以及国际金融危机的冲击，工业缝纫机的需求也大幅下挫,中性,0.4076
2014/43-pg13.3_009.txt,2014,其三，英国朝野对外语的重视程度不够，尤其在国际金融危机影响下，不少学校由于经费削减纷纷停止外语教学,中性,0.4415
2014/43-pg13.3_010.txt,2014,人们还记得，国际金融危机爆发后，发达经济体普遍陷入低迷之际，中国企业在国际舞台的频频亮相，一度让一些人内心五味杂陈，甚至有媒体炒作“中国买下世界”，其潜台词不乏疑虑和偏见,中性,0.4302
2014/43-pg13.3_011.txt,2014,为什么要对场外金融衍生品实行强制集中清算？集中清算的利率互换产品将带来怎样的变化？ 自行结算潜藏系统性金融风险，各国竞相集中清算 集中清算主要针对各金融机构，源起2008年国际金融危机之后,中性,0.4123
2014/43-pg13.3_011.txt,2014,上海清算所总经理谢众谈到集中清算的背景时分析，2008年国际金融危机爆发的重要原因，是不受监管的场外金融衍生品市场的过度发展,中性,0.4557
2014/43-pg13.3_011.txt,2014,2008年国际金融危机爆发后，二十国集团领导人系列峰会对场外金融衍生品改革达成共识,中性,0.5043
2014/43-pg13.3_011.txt,2014,集中清算成为后金融危机时代各国金融监管改革的竞技场,中性,0.4478
2014/43-pg13.3_011.txt,2014,2009年11月28日，经财政部同意、中国人民银行批准成立了上海清算所，是国际金融危机后全球新成立的第二家专业清算机构,中性,0.4365
2014/43-pg13.3_012.txt,2014,国际金融危机以来，亚洲经济对世界经济增长的贡献率已经超过50%,中性,0.4831
2014/43-pg13.3_013.txt,2014,2008年国际金融危机爆发后，受冲击最大的正是这类出口企业,中性,0.4653
2014/43-pg13.3_014.txt,2014,经济一体化在加强，然而国际金融危机的反复爆发给很多人的就业和生活带来了如被冰雪的打击，也使很多国家陷入困境,中性,0.4274
2014/43-pg13.3_015.txt,2014,实际上，2008年国际金融危机爆发时，美国的社会财富分配正处于有史以来最不平等时期之一,中性,0.4547
2014/43-pg13.3_016.txt,2014,” 2008年国际金融危机的冲击，让靠外贸起家的东莞厚街镇损失惨重……当地一批企业痛定思痛转向国内市场，政府也积极扶持企业由贴牌代工转向自营品牌,中性,0.3753
2014/43-pg13.3_017.txt,2014,英国石油公司首席经济学家鲁尔认为，美国能源消费的增长主要源于2008年国际金融危机之后的工业复苏，但发展中国家的作用仍举足轻重，过去10年绝大部分能源需求的增长都是由发展中国家拉动的,中性,0.4511
2014/43-pg13.3_018.txt,2014,但问题是，有现实路径吗？ 国际金融危机爆发后，国际社会在金融监管改革方面取得了一些共识，其中大银行“太大而不能倒”引发的系统性金融风险和道德风险，成为少数达成共识的领域之一,中性,0.4992
2014/43-pg13.3_018.txt,2014,事实上，2008年爆发的国际金融危机，就是由雷曼这样一家系统重要性机构的倒闭所引发的,中性,0.4072
2014/43-pg13.3_018.txt,2014,经历了严重的金融危机后，西方银行业的利润率大幅下降，整个银行业仍处于艰难的复苏阶段，要在这一时期向大银行征收新税种，无异于与虎谋皮,負面,0.3954
2014/44-pg14.1_001.txt,2014,《上海共识》提出，国际金融危机后，世界经济格局和国际分工进入新的调整期,中性,0.4770
2014/44-pg14.1_002.txt,2014,各国应继续发扬应对国际金融危机中形成的团结协作、同舟共济精神，大力实施改革创新，加强宏观政策协调，消除保护主义壁垒，推动建立公平竞争的市场秩序，不断扩大利益共同点，共享全球化发展成果,中性,0.4160
2014/44-pg14.1_003.txt,2014,回顾近17年来，无论1998年亚洲金融风暴，抑或2003年非典肆虐，还是2008年国际金融危机，每当香港遭遇困难和挑战，中央政府总是在关键时刻义不容辞地出手相助，帮助香港转危为机、渡过难关,中性,0.4777
2014/44-pg14.1_004.txt,2014,在国际金融危机最困难的时候，中国同希腊坚定地站在一起，同舟共济，中国海军在亚丁湾多次为希腊船队护航,中性,0.4125
2014/44-pg14.1_005.txt,2014,从美国前总统里根以来的历任美国总统均坚持“新自由主义”，到2008年国际金融危机爆发前，“新自由主义”一直是指导美国经济发展的重要制度,中性,0.3863
2014/44-pg14.1_006.txt,2014,李克强表示，国际金融危机发生后，越来越多的国家认识到保增长和促就业二者不可分割，更加重视包容性发展,中性,0.4809
2014/44-pg14.1_006.txt,2014,要克服国际金融危机的负面影响，恢复投资者信心至关重要，为此必须进行结构性改革，更好调动市场主体特别是私营部门的投资积极性,中性,0.4295
2014/44-pg14.1_007.txt,2014,2008年国际金融危机爆发之后，欧美经济呈现出诸多新的运行特征，包括宏观增长乏力、失业率居高不下、投资和消费低迷、企业利润缩减、资本回报率降低等，尚未出现根本改变的征兆，被外界描述为“新经济常态”,中性,0.4575
2014/44-pg14.1_008.txt,2014,在2008年国际金融危机横扫全球时，两家企业不仅未被冲垮，反而逆势增长,中性,0.3894
2014/44-pg14.1_009.txt,2014,各自为战，合作亦不可少（观点） 作者：张明 时间：2014-06-16 张 明 2008年爆发的国际金融危机对经济的影响，本质上是金融长周期步入衰退阶段造成的资产负债表型金融衰退,中性,0.4718
2014/44-pg14.1_010.txt,2014,美国爆发严重金融危机的根源之一，是家庭、政府、金融机构都是高杠杆运转,中性,0.4411
2014/44-pg14.1_010.txt,2014,其他金砖国家 无法像危机之前那样继续依赖外需增长，结构改革进程呈现不同风景 国际金融危机爆发后，新兴市场国家，特别是此前外需依赖程度较高的，受发达国家经济增长放缓的影响较为严重,中性,0.5346
2014/44-pg14.1_011.txt,2014,由于采矿业为南非经济的支柱产业之一，受持续罢工影响，南非统计局上月底公布的数据显示，第一季度实际国内生产总值萎缩0.6%，这也是自2009年国际金融危机以来南非经济首次出现萎缩,中性,0.5039
2014/44-pg14.1_012.txt,2014,在经历此前长达10年之久的房市高涨后，房价从2006年开始下跌，首先是在美国，然后是其他国家，这引起了2008年国际金融危机,中性,0.4115
2014/44-pg14.1_012.txt,2014,国际货币基金组织发布的全球住房价格指数显示，在经历了金融危机后一段时期的低迷，全球房价迄今已经连续七个季度上涨,中性,0.4483
2014/44-pg14.1_012.txt,2014,美国一些热点地区的房价已经超过金融危机前的历史高点 国际货币基金组织警告称，全球房价在原有高位上加速上扬，已成为经济稳定的最大威胁之一,中性,0.4297
2014/44-pg14.1_012.txt,2014,美国一些热点地区的房价已经超过金融危机前的历史高点,中性,0.4211
2014/44-pg14.1_012.txt,2014,事实上，金融危机后，在美联储史无前例的货币刺激政策作用下，美国住房市场较快地实现反转，成为拉动经济复苏的重要力量,中性,0.4277
2014/44-pg14.1_012.txt,2014,新加坡大华银行经济学家全德健在接受本报记者采访时表示，2008年金融危机之后，世界主要经济体纷纷实行宽松货币政策，大量热钱流入新兴市场国家，推升了房价,中性,0.4458
2014/44-pg14.1_012.txt,2014,美国2006年前房价的大幅上涨及次贷引发的房价大跌，诱发了全球性的金融危机,中性,0.4167
2014/44-pg14.1_012.txt,2014,相比之下，香港50%的房产首付比例使其在1997年金融危机中安然无恙,中性,0.3783
2014/44-pg14.1_013.txt,2014,今年支撑世界经济向好的一个重大因素，是发达国家经济将同步复苏，这是国际金融危机以来第一次,中性,0.4782
2014/44-pg14.1_014.txt,2014,国际金融危机让我们认识到传统宏观经济政策不能防范系统性金融风险，因此，在中国目前杠杆率过高、金融风险持续攀升的环境中，必须建立宏观审慎监管框架作为宏观调控的第三只手,中性,0.4614
2014/44-pg14.1_015.txt,2014,很多事后分析指出，“两房”在次贷危机爆发前大肆收购或担保收益率高但风险极大的私人抵押贷款证券，最终导致次贷危机爆发，引发国际金融危机，给全球经济带来深重灾难,中性,0.4395
2014/44-pg14.1_016.txt,2014,（一）支持香港特别行政区应对风险和挑战 ——支持香港应对亚洲金融危机,中性,0.4956
2014/44-pg14.1_016.txt,2014,1997年亚洲金融危机爆发并迅速蔓延，港元受到国际投机势力狙击，香港金融市场动荡，与美元挂钩的联系汇率制度遭受冲击，金融体系的稳定受到严重威胁,中性,0.4804
2014/44-pg14.1_016.txt,2014,2003年上半年，非典疫情肆虐香港，不仅危及香港同胞的生命健康，而且使尚未完全摆脱亚洲金融危机影响的香港经济雪上加霜，通货紧缩，市场萧条，失业率上升至8.7%,中性,0.4485
2014/44-pg14.1_016.txt,2014,——支持香港应对国际金融危机,中性,0.5212
2014/44-pg14.1_016.txt,2014,2008年下半年国际金融危机爆发后，中央政府高度关注香港受到的影响，当年12月即推出支持香港经济金融稳定发展的14项政策措施,中性,0.4661
2014/44-pg14.1_016.txt,2014,2009年，广东省出台了30条支持港澳台资企业应对国际金融危机和加快转型升级的政策措施,中性,0.4993
2014/45-pg14.2_001.txt,2014,（一）支持香港特别行政区应对风险和挑战 ——支持香港应对亚洲金融危机,中性,0.4956
2014/45-pg14.2_001.txt,2014,1997年亚洲金融危机爆发并迅速蔓延，港元受到国际投机势力狙击，香港金融市场动荡，与美元挂钩的联系汇率制度遭受冲击，金融体系的稳定受到严重威胁,中性,0.4804
2014/45-pg14.2_001.txt,2014,2003年上半年，非典疫情肆虐香港，不仅危及香港同胞的生命健康，而且使尚未完全摆脱亚洲金融危机影响的香港经济雪上加霜，通货紧缩，市场萧条，失业率上升至8.7%,中性,0.4485
2014/45-pg14.2_001.txt,2014,——支持香港应对国际金融危机,中性,0.5212
2014/45-pg14.2_001.txt,2014,2008年下半年国际金融危机爆发后，中央政府高度关注香港受到的影响，当年12月即推出支持香港经济金融稳定发展的14项政策措施,中性,0.4661
2014/45-pg14.2_001.txt,2014,2009年，广东省出台了30条支持港澳台资企业应对国际金融危机和加快转型升级的政策措施,中性,0.4993
2014/45-pg14.2_002.txt,2014,（一）支持香港特别行政区应对风险和挑战 ——支持香港应对亚洲金融危机,中性,0.4956
2014/45-pg14.2_002.txt,2014,1997年亚洲金融危机爆发并迅速蔓延，港元受到国际投机势力狙击，香港金融市场动荡，与美元挂钩的联系汇率制度遭受冲击，金融体系的稳定受到严重威胁,中性,0.4804
2014/45-pg14.2_002.txt,2014,2003年上半年，非典疫情肆虐香港，不仅危及香港同胞的生命健康，而且使尚未完全摆脱亚洲金融危机影响的香港经济雪上加霜，通货紧缩，市场萧条，失业率上升至8.7%,中性,0.4485
2014/45-pg14.2_002.txt,2014,——支持香港应对国际金融危机,中性,0.5212
2014/45-pg14.2_002.txt,2014,2008年下半年国际金融危机爆发后，中央政府高度关注香港受到的影响，当年12月即推出支持香港经济金融稳定发展的14项政策措施,中性,0.4661
2014/45-pg14.2_002.txt,2014,2009年，广东省出台了30条支持港澳台资企业应对国际金融危机和加快转型升级的政策措施,中性,0.4993
2014/45-pg14.2_003.txt,2014,（一）支持香港特别行政区应对风险和挑战 ——支持香港应对亚洲金融危机,中性,0.4956
2014/45-pg14.2_003.txt,2014,1997年亚洲金融危机爆发并迅速蔓延，港元受到国际投机势力狙击，香港金融市场动荡，与美元挂钩的联系汇率制度遭受冲击，金融体系的稳定受到严重威胁,中性,0.4804
2014/45-pg14.2_003.txt,2014,2003年上半年，非典疫情肆虐香港，不仅危及香港同胞的生命健康，而且使尚未完全摆脱亚洲金融危机影响的香港经济雪上加霜，通货紧缩，市场萧条，失业率上升至8.7%,中性,0.4485
2014/45-pg14.2_003.txt,2014,——支持香港应对国际金融危机,中性,0.5212
2014/45-pg14.2_003.txt,2014,2008年下半年国际金融危机爆发后，中央政府高度关注香港受到的影响，当年12月即推出支持香港经济金融稳定发展的14项政策措施,中性,0.4661
2014/45-pg14.2_003.txt,2014,2009年，广东省出台了30条支持港澳台资企业应对国际金融危机和加快转型升级的政策措施,中性,0.4993
2014/45-pg14.2_004.txt,2014,速度稍缓但质量和效益均不断提高的经济增长，正是我们孜孜以求的目标 2007年初开始的国际金融危机，结束了自上世纪80年代末开始的本轮长周期的上升阶段，全球经济进入长期的结构性调整时期,中性,0.4432
2014/45-pg14.2_005.txt,2014,公立大学往往过着饥一顿饱一顿的日子，在国际金融危机时期和危机后的未来几年内，州政府的税收收入在减少，为了实现预算平衡和开支削减，最先被动的奶酪就是包括大学在内的高等教育项目支出,負面,0.4118
2014/45-pg14.2_006.txt,2014,英国金融系统性风险降至2008年以来最低 作者：黄培昭 时间：2014-06-10 本报伦敦6月9日电 （记者黄培昭）英国央行英格兰银行9日发布报告认为，英国金融系统短期和中期遭受大冲击性不测事件的概率持续下降，已降至2008年国际金融危机爆发以来的历史最低位,中性,0.5199
2014/45-pg14.2_007.txt,2014,国际金融危机发生以来，一些国家也在反思过度依赖消费的发展模式，开始重视投资，鼓励资金流向实体经济和基础设施建设,中性,0.4358
2014/45-pg14.2_008.txt,2014,不仅如此，社会融资规模指标由于具有跨市场和跨机构的特点，符合国际金融危机发生后二十国集团关于弥补统计信息缺口的倡议,中性,0.5549
2014/45-pg14.2_009.txt,2014,而采取完全积累制的美国401K私人养老金计划，其资产在2008年国际金融危机中缩减率高达26%，表明基金制养老金难以规避资本市场风险,中性,0.4230
2014/45-pg14.2_010.txt,2014,因此，自2008年国际金融危机爆发后，印度成为全球股市上涨最快的国家,中性,0.4381
2014/45-pg14.2_010.txt,2014,其次，从外部市场因素看，国际金融危机后，美国证券交易委员会要求全球大投行参与大宗商品交易市场的自有资金不得超过3%，过剩的资金纷纷流入印度股市,中性,0.4455
2014/45-pg14.2_011.txt,2014,但国际金融危机来袭后，食品银行的数量激增，2010年在全英的“分行”达到了100家,中性,0.3962
2014/45-pg14.2_012.txt,2014,近3年来，中铁四局经受了国际金融危机、铁路投资增速减缓等市场挑战，先后有19项工程获鲁班奖，18项工程荣获中国詹天佑土木工程奖，累计完成营业额1358亿元，累计实现利润20多亿元,中性,0.4422
2014/45-pg14.2_013.txt,2014,人民视觉 新自由主义是导致2008年爆发的国际金融危机的重要原因,中性,0.4664
2014/45-pg14.2_013.txt,2014,国际金融危机的爆发和影响的长期性，充分暴露了新自由主义的局限性和弊端，已呈现“落花流水春去也”的颓势 王义桅（中国人民大学国际事务研究所所长） 李文（中国社科院亚太与全球战略研究院副院长） 弗雷德里克·博卡拉（法国经济学家、巴黎第十三大学教授） 孔诰烽（美国约翰·霍普金斯大学社会学系副教授） 叶甫盖尼·阿弗德库申（莫斯科大学经济系教授） 朱安东（清华大学马克思主义学院副教授） 尼·安德鲁（巴西利亚大学市场监管研究中心教授） 戴维·弗莱舍（巴西利亚大学国际关系教授） 在经济理论方面，新自由主义将对自由化、私有化和市场化的推崇推向极端，20世纪80年代末90年代初以来，随着“华盛顿共识”的形成与推行而盛极一时 王义桅：作为一种思想流派，新自由主义是在亚当·斯密古典自由主义思想基础上形成和发展起来的，产生于20世纪30年代，以制度框架下的自由取代古典自由主义的放任自流，本身是经济学的一大进步,中性,0.3741
2014/45-pg14.2_013.txt,2014,由于推崇新自由主义，拉美经历了“失去的10年”，亚洲爆发金融危机，非洲经济增长大幅下降，美国遭遇次贷危机，欧洲至今仍未完全摆脱债务危机的影响 孔诰烽：美国的里根政府和英国的撒切尔夫人执政时期，都主张对金融市场放松管制，鼓励自由贸易，并削减社会福利开支,中性,0.4305
